iter	Accuracy	Logloss
0	0.7725694444	0.6783328009
1	0.8559027778	0.6558512424
2	0.859375	0.6421929162
3	0.8541666667	0.6249384838
4	0.8489583333	0.6116700602
5	0.8472222222	0.5960745218
6	0.8506944444	0.5802061781
7	0.84375	0.5705520863
8	0.8454861111	0.555602749
9	0.8524305556	0.543833612
10	0.8454861111	0.5342286154
11	0.8541666667	0.5199423778
12	0.8489583333	0.5136675466
13	0.8489583333	0.5033168088
14	0.8489583333	0.4946251132
15	0.8506944444	0.486129141
16	0.8524305556	0.4761174378
17	0.8541666667	0.4664485058
18	0.8541666667	0.4583319194
19	0.8559027778	0.4526580311
20	0.8541666667	0.4441280607
21	0.8559027778	0.4375335814
22	0.8559027778	0.4303780413
23	0.8559027778	0.4274933934
24	0.8559027778	0.4227618237
25	0.8576388889	0.4170259855
26	0.8559027778	0.4127010803
27	0.8576388889	0.4070642565
28	0.8576388889	0.4023029582
29	0.8645833333	0.3964711535
30	0.8663194444	0.3896302237
31	0.8663194444	0.3839680395
32	0.8680555556	0.3773075434
33	0.8715277778	0.3710954019
34	0.8680555556	0.3668587836
35	0.8680555556	0.3631502945
36	0.8697916667	0.3614328865
37	0.8732638889	0.3557551442
38	0.8732638889	0.3520703081
39	0.8732638889	0.3471436187
40	0.875	0.342948996
41	0.875	0.3385678947
42	0.875	0.3332930737
43	0.8767361111	0.3298270671
44	0.8767361111	0.3262517724
45	0.8784722222	0.3229119159
46	0.8784722222	0.3198769463
47	0.8784722222	0.3167757969
48	0.8784722222	0.3157178703
49	0.8802083333	0.3133647428
50	0.8784722222	0.3120310655
51	0.8836805556	0.3090851212
52	0.8854166667	0.3076569066
53	0.8854166667	0.3071265365
54	0.8854166667	0.3063091384
55	0.8923611111	0.3039421198
56	0.8940972222	0.3013103112
57	0.8975694444	0.298778364
58	0.8940972222	0.2960919698
59	0.8975694444	0.2937693882
60	0.9027777778	0.2923094553
61	0.9027777778	0.2907888867
62	0.9027777778	0.2890067392
63	0.9027777778	0.288730026
64	0.9045138889	0.2861472129
65	0.9045138889	0.2831791262
66	0.90625	0.281091358
67	0.90625	0.2794474252
68	0.90625	0.2774536798
69	0.90625	0.2761383903
70	0.90625	0.2743962533
71	0.90625	0.2739932993
72	0.90625	0.2730501508
73	0.90625	0.2719319282
74	0.90625	0.2705045306
75	0.9097222222	0.2695042711
76	0.9097222222	0.2684945122
77	0.9097222222	0.2680565853
78	0.9097222222	0.2667748484
79	0.9097222222	0.2656237272
80	0.9097222222	0.265219591
81	0.9097222222	0.263993625
82	0.9097222222	0.2627405267
83	0.9097222222	0.262224972
84	0.9114583333	0.260660373
85	0.9131944444	0.2593713778
86	0.9149305556	0.257954754
87	0.9149305556	0.2569644257
88	0.9149305556	0.2546520455
89	0.9149305556	0.2535706276
90	0.9149305556	0.2521146543
91	0.9149305556	0.2508120575
92	0.9149305556	0.2503635118
93	0.9166666667	0.2486602426
94	0.9149305556	0.2485987931
95	0.9149305556	0.248309906
96	0.9166666667	0.2476890127
97	0.9166666667	0.2468569731
98	0.9184027778	0.2451226768
99	0.9184027778	0.2445957293
100	0.9184027778	0.243161844
101	0.9184027778	0.2421031756
102	0.9184027778	0.2413718269
103	0.9184027778	0.2403963354
104	0.9184027778	0.2401375527
105	0.9184027778	0.2393727128
106	0.9184027778	0.2379162375
107	0.9201388889	0.2370434272
108	0.9184027778	0.2360269322
109	0.9184027778	0.2352627788
110	0.9184027778	0.2350542564
111	0.9184027778	0.2343767488
112	0.9184027778	0.2338349519
113	0.9184027778	0.2336204635
114	0.9201388889	0.2328895933
115	0.921875	0.2325118073
116	0.9236111111	0.2303266071
117	0.9236111111	0.2297723807
118	0.9236111111	0.2294574052
119	0.9236111111	0.2294052849
