iter	Accuracy	Logloss
0	0.8145580589	0.6767081903
1	0.8110918544	0.6604250263
2	0.8457538995	0.6454942291
3	0.8648180243	0.629030785
4	0.8526863085	0.6127321573
5	0.8526863085	0.59773237
6	0.8440207972	0.5875402438
7	0.8440207972	0.5742747493
8	0.8405545927	0.5615468023
9	0.8509532062	0.5443772186
10	0.8509532062	0.5316720628
11	0.856152513	0.5186887902
12	0.8474870017	0.5078285398
13	0.8440207972	0.4997332083
14	0.8474870017	0.4900862036
15	0.8544194107	0.4796770894
16	0.8457538995	0.473082283
17	0.8509532062	0.4639917516
18	0.8474870017	0.4561532932
19	0.856152513	0.4472108545
20	0.8526863085	0.4440593605
21	0.8474870017	0.4373441332
22	0.8544194107	0.4308272636
23	0.8544194107	0.424580877
24	0.8474870017	0.4201540873
25	0.8544194107	0.4142567604
26	0.8578856153	0.4052819112
27	0.8578856153	0.3984950972
28	0.8596187175	0.3920118308
29	0.8578856153	0.3886324734
30	0.8613518198	0.3862244627
31	0.8665511265	0.3782177934
32	0.8734835355	0.3725676831
33	0.8734835355	0.3679828057
34	0.8752166378	0.3643933206
35	0.87694974	0.3598196257
36	0.8786828423	0.3550017478
37	0.8821490468	0.3487912782
38	0.8856152513	0.3468331957
39	0.8856152513	0.3423437525
40	0.8856152513	0.3385039231
41	0.8873483536	0.3351972877
42	0.8873483536	0.3342305562
43	0.8908145581	0.3309863465
44	0.8908145581	0.3281708241
45	0.8925476603	0.3254835057
46	0.8925476603	0.3205693249
47	0.8942807626	0.3180336695
48	0.9012131716	0.3135098999
49	0.9012131716	0.3106081654
50	0.9029462738	0.3075613781
51	0.9046793761	0.3049673262
52	0.9046793761	0.3030083531
53	0.9081455806	0.3014602983
54	0.9081455806	0.2985646078
55	0.9081455806	0.2968704504
56	0.9098786828	0.2940489009
57	0.9098786828	0.291814397
58	0.9098786828	0.2894449247
59	0.9098786828	0.2874321964
60	0.9098786828	0.2855098695
61	0.9098786828	0.2818926645
62	0.9098786828	0.2801800975
63	0.9098786828	0.2773644429
64	0.9098786828	0.2761463807
65	0.9098786828	0.275040585
66	0.9098786828	0.273173769
67	0.9098786828	0.2715959658
68	0.9116117851	0.2714131106
69	0.9116117851	0.2699475072
70	0.9116117851	0.2682761306
71	0.9116117851	0.2665128336
72	0.9116117851	0.2644416617
73	0.9150779896	0.2620282543
74	0.9150779896	0.2610678815
75	0.9150779896	0.2600779468
76	0.9150779896	0.2585798502
77	0.9150779896	0.257624603
78	0.9168110919	0.2564116881
79	0.9168110919	0.2555850532
80	0.9185441941	0.2548349275
81	0.9202772964	0.2534205339
82	0.9185441941	0.2520744019
83	0.9202772964	0.2508673507
84	0.9202772964	0.2498912003
85	0.9202772964	0.2486783797
86	0.9202772964	0.247979609
87	0.9237435009	0.2454901256
88	0.9237435009	0.2454273101
89	0.9237435009	0.2436322908
90	0.9237435009	0.2435614807
91	0.9237435009	0.2430831427
92	0.9254766031	0.2416152216
93	0.9237435009	0.2408140808
94	0.9237435009	0.2402504425
95	0.9237435009	0.2397222949
96	0.9272097054	0.2385513163
97	0.9289428076	0.237957106
98	0.9289428076	0.2368841768
99	0.9306759099	0.2352482202
100	0.9306759099	0.2343167876
101	0.9324090121	0.2328003308
102	0.9341421144	0.2326607597
103	0.9341421144	0.232582559
104	0.9341421144	0.231217699
105	0.9358752166	0.2302368524
106	0.9358752166	0.229254756
107	0.9358752166	0.2275359846
108	0.9358752166	0.2269967466
109	0.9358752166	0.2258386543
110	0.9358752166	0.2253187387
111	0.9393414211	0.2238364721
112	0.9393414211	0.2229788863
113	0.9393414211	0.2215044843
114	0.9393414211	0.2209783454
115	0.9393414211	0.2202692654
116	0.9393414211	0.2197572568
117	0.9393414211	0.2187614676
118	0.9393414211	0.2179018745
119	0.9393414211	0.2178078807
