iter	Accuracy	Logloss
0	0.8093587522	0.6772252704
1	0.8058925477	0.6618334068
2	0.835355286	0.6458130857
3	0.8544194107	0.6292640842
4	0.849220104	0.6130173731
5	0.8526863085	0.5966683513
6	0.8474870017	0.5855115707
7	0.8405545927	0.5763202409
8	0.849220104	0.5598234546
9	0.8526863085	0.5459350741
10	0.8544194107	0.5339791191
11	0.8613518198	0.5201433206
12	0.8526863085	0.5132903105
13	0.8509532062	0.5066031892
14	0.8457538995	0.4978239393
15	0.8474870017	0.4903469628
16	0.8509532062	0.4795335591
17	0.8457538995	0.4728378702
18	0.849220104	0.4644004052
19	0.849220104	0.4584154058
20	0.8509532062	0.4513082696
21	0.8526863085	0.4422809112
22	0.8526863085	0.4354593008
23	0.8509532062	0.4295958933
24	0.8509532062	0.4224913385
25	0.8596187175	0.4157397801
26	0.8648180243	0.4085051753
27	0.8665511265	0.4004784302
28	0.8717504333	0.3934571845
29	0.870017331	0.3918020933
30	0.8682842288	0.3877409516
31	0.8682842288	0.3836198145
32	0.8717504333	0.3783427891
33	0.8752166378	0.3714124245
34	0.8786828423	0.3659227373
35	0.8821490468	0.3595046472
36	0.883882149	0.3548293046
37	0.8856152513	0.3489629426
38	0.8856152513	0.3443342881
39	0.8890814558	0.3405661958
40	0.8890814558	0.3388792154
41	0.8890814558	0.3353982019
42	0.8908145581	0.331400124
43	0.8908145581	0.3279797769
44	0.8925476603	0.3247231335
45	0.8960138648	0.3221089972
46	0.8960138648	0.3197669114
47	0.8977469671	0.3163671484
48	0.8994800693	0.3143676505
49	0.8994800693	0.3120448655
50	0.8977469671	0.3100020181
51	0.8977469671	0.3081836022
52	0.8994800693	0.3052961492
53	0.8994800693	0.3032507738
54	0.8994800693	0.3008710847
55	0.8994800693	0.2975414532
56	0.8994800693	0.2944540313
57	0.8994800693	0.2928429568
58	0.9029462738	0.290109674
59	0.9064124783	0.2876218538
60	0.9064124783	0.2863145267
61	0.9081455806	0.2848800233
62	0.9116117851	0.2823297015
63	0.9116117851	0.2796094693
64	0.9116117851	0.2786297835
65	0.9116117851	0.2764027538
66	0.9116117851	0.2747695937
67	0.9116117851	0.2735437471
68	0.9133448873	0.2717709731
69	0.9116117851	0.270991599
70	0.9133448873	0.269510391
71	0.9133448873	0.2676751197
72	0.9133448873	0.267363294
73	0.9133448873	0.2665689502
74	0.9133448873	0.2649685139
75	0.9133448873	0.264320185
76	0.9133448873	0.2630322124
77	0.9133448873	0.2623515056
78	0.9133448873	0.2617086147
79	0.9150779896	0.260528782
80	0.9150779896	0.2599438004
81	0.9168110919	0.258183268
82	0.9185441941	0.2578918409
83	0.9185441941	0.2569737819
84	0.9185441941	0.2562779677
85	0.9185441941	0.2545501424
86	0.9185441941	0.2544943214
87	0.9185441941	0.2543236868
88	0.9185441941	0.2540796272
89	0.9202772964	0.252496188
90	0.9202772964	0.2522484842
91	0.9202772964	0.2508106293
92	0.9202772964	0.2486893086
93	0.9202772964	0.2486153289
94	0.9220103986	0.2478727107
95	0.9220103986	0.2478007566
96	0.9220103986	0.245990775
97	0.9220103986	0.2456367654
98	0.9220103986	0.2448353452
99	0.9220103986	0.2448105755
100	0.9220103986	0.2441371265
101	0.9220103986	0.2440199086
102	0.9220103986	0.2434982923
103	0.9220103986	0.2431344593
104	0.9220103986	0.2423283631
105	0.9220103986	0.242272741
106	0.9220103986	0.242196922
107	0.9220103986	0.2420579583
108	0.9220103986	0.2420065399
109	0.9220103986	0.2409414057
110	0.9220103986	0.2386947315
111	0.9220103986	0.2377685121
112	0.9220103986	0.2377071159
113	0.9237435009	0.2365574219
114	0.9254766031	0.2357129007
115	0.9254766031	0.2344956969
116	0.9254766031	0.2331442352
117	0.9254766031	0.2322784387
118	0.9254766031	0.2310907415
119	0.9254766031	0.2304887516
