iter	Accuracy	Logloss
0	0.8110918544	0.6747351293
1	0.8613518198	0.6532218985
2	0.8578856153	0.6368424033
3	0.856152513	0.6213202439
4	0.8596187175	0.6021710027
5	0.8526863085	0.5893290416
6	0.8440207972	0.5772951431
7	0.8336221837	0.568566906
8	0.8249566724	0.5599668819
9	0.8318890815	0.5453176931
10	0.8301559792	0.5365937401
11	0.8388214905	0.5230816318
12	0.835355286	0.5169029844
13	0.8318890815	0.5088549865
14	0.8405545927	0.4994770492
15	0.8405545927	0.4894296363
16	0.842287695	0.4796996964
17	0.8388214905	0.4727857004
18	0.8440207972	0.4646145603
19	0.842287695	0.4582425801
20	0.8440207972	0.4519262379
21	0.8388214905	0.4491659446
22	0.842287695	0.4415910838
23	0.842287695	0.434250129
24	0.8457538995	0.4293672376
25	0.8457538995	0.4216938416
26	0.8440207972	0.4159438627
27	0.8474870017	0.4074581198
28	0.8544194107	0.3993911185
29	0.856152513	0.3928132931
30	0.8596187175	0.3866750282
31	0.863084922	0.3813887669
32	0.8665511265	0.3759994083
33	0.8665511265	0.3717456892
34	0.870017331	0.3654967114
35	0.8717504333	0.361864305
36	0.8717504333	0.3576066979
37	0.8717504333	0.352507482
38	0.8734835355	0.3479539096
39	0.8734835355	0.3447816869
40	0.8734835355	0.3400921535
41	0.8734835355	0.3352240873
42	0.8734835355	0.3311417803
43	0.8752166378	0.3291827183
44	0.8804159445	0.3270880021
45	0.8821490468	0.3238876344
46	0.8821490468	0.3208196612
47	0.8856152513	0.3182307418
48	0.8856152513	0.3157080772
49	0.8856152513	0.3134616892
50	0.8908145581	0.3101432616
51	0.8942807626	0.3067849926
52	0.8925476603	0.3030620777
53	0.8942807626	0.30135654
54	0.8977469671	0.2983361045
55	0.8994800693	0.2968718678
56	0.8994800693	0.2945773433
57	0.8994800693	0.2931961448
58	0.9012131716	0.2911483268
59	0.9012131716	0.2898498432
60	0.9012131716	0.2878916543
61	0.9012131716	0.2874332956
62	0.9012131716	0.2847069802
63	0.9012131716	0.2824385967
64	0.9012131716	0.2812675334
65	0.9029462738	0.2795066168
66	0.9029462738	0.2780257399
67	0.9029462738	0.276440987
68	0.9012131716	0.274760631
69	0.9046793761	0.2738960994
70	0.9046793761	0.2715539711
71	0.9029462738	0.2696273341
72	0.9081455806	0.2692028581
73	0.9081455806	0.2681272724
74	0.9081455806	0.2667217338
75	0.9081455806	0.266491277
76	0.9081455806	0.2662788263
77	0.9064124783	0.2646729945
78	0.9116117851	0.2633466292
79	0.9116117851	0.262620293
80	0.9116117851	0.262427971
81	0.9116117851	0.260178178
82	0.9116117851	0.258820813
83	0.9116117851	0.2586281802
84	0.9133448873	0.2574877071
85	0.9133448873	0.2561602063
86	0.9133448873	0.2551597221
87	0.9133448873	0.2532376954
88	0.9133448873	0.2520276876
89	0.9133448873	0.251832999
90	0.9133448873	0.2504758124
91	0.9133448873	0.2490606717
92	0.9133448873	0.2481622661
93	0.9133448873	0.2479194469
94	0.9133448873	0.247322416
95	0.9133448873	0.2464569592
96	0.9133448873	0.2451450156
97	0.9133448873	0.2448899267
98	0.9133448873	0.2447800416
99	0.9133448873	0.2444942411
100	0.9133448873	0.2443418801
101	0.9150779896	0.2437564401
102	0.9150779896	0.2426385202
103	0.9150779896	0.2415949933
104	0.9168110919	0.2404216791
105	0.9185441941	0.2388894381
106	0.9185441941	0.2382430035
107	0.9185441941	0.2367561026
108	0.9185441941	0.2349082904
109	0.9185441941	0.2348407107
110	0.9185441941	0.2338353804
111	0.9185441941	0.2337543561
112	0.9202772964	0.2325958959
113	0.9202772964	0.2312995583
114	0.9202772964	0.2299025391
115	0.9202772964	0.2296799207
116	0.9202772964	0.2294759278
117	0.9202772964	0.2290841604
118	0.9202772964	0.2280248305
119	0.9220103986	0.2268744274
