iter	Accuracy	Logloss
0	0.8373702422	0.6728350285
1	0.8235294118	0.6594165714
2	0.830449827	0.6395158078
3	0.8356401384	0.6213866796
4	0.8494809689	0.6020279176
5	0.8494809689	0.5839265273
6	0.8529411765	0.5694508555
7	0.8581314879	0.5552756692
8	0.8581314879	0.5413748679
9	0.8564013841	0.5319225547
10	0.8477508651	0.5213077218
11	0.8494809689	0.5113418988
12	0.8477508651	0.5025264334
13	0.8494809689	0.4949093093
14	0.8477508651	0.4864515267
15	0.8494809689	0.4760864962
16	0.8477508651	0.4702960358
17	0.8494809689	0.461637836
18	0.8512110727	0.4529701679
19	0.8529411765	0.4471212044
20	0.8546712803	0.4395507064
21	0.8529411765	0.4342538879
22	0.8546712803	0.4305977094
23	0.8564013841	0.4261242936
24	0.8564013841	0.4193379794
25	0.8546712803	0.4168648696
26	0.8546712803	0.4110483117
27	0.8546712803	0.4050733369
28	0.8581314879	0.3971770957
29	0.8581314879	0.3900801965
30	0.8598615917	0.3854162955
31	0.8615916955	0.3828065782
32	0.8615916955	0.3781987752
33	0.8615916955	0.3720369543
34	0.8650519031	0.3682954361
35	0.8615916955	0.3639599172
36	0.8667820069	0.3586575294
37	0.8685121107	0.3550329363
38	0.8719723183	0.3506085537
39	0.8719723183	0.3472696252
40	0.8702422145	0.3441322808
41	0.8719723183	0.3422416318
42	0.875432526	0.3372056551
43	0.8737024221	0.3342720625
44	0.8771626298	0.3333423992
45	0.8771626298	0.3310745679
46	0.875432526	0.3276154552
47	0.8806228374	0.3229861227
48	0.8806228374	0.3181694273
49	0.8823529412	0.3151124345
50	0.8823529412	0.3137727716
51	0.8823529412	0.3110108151
52	0.884083045	0.308891464
53	0.8858131488	0.3078242799
54	0.884083045	0.3058187173
55	0.8858131488	0.3035031683
56	0.8875432526	0.3012078228
57	0.8892733564	0.2994475559
58	0.8910034602	0.2972063479
59	0.892733564	0.2942811405
60	0.8944636678	0.2914386296
61	0.8961937716	0.2887730266
62	0.8961937716	0.2871193514
63	0.8961937716	0.2851445299
64	0.8979238754	0.2840385116
65	0.8961937716	0.2822806821
66	0.8979238754	0.2803183281
67	0.8979238754	0.2789173238
68	0.8996539792	0.2770540633
69	0.8996539792	0.2758953863
70	0.8996539792	0.275682871
71	0.8996539792	0.2737645396
72	0.8996539792	0.2727782152
73	0.8996539792	0.2719809473
74	0.9031141869	0.2709455245
75	0.9031141869	0.2700523363
76	0.9031141869	0.2679217839
77	0.9031141869	0.2665245042
78	0.9065743945	0.2640679016
79	0.9065743945	0.2629528647
80	0.9065743945	0.2621970909
81	0.9083044983	0.2599812651
82	0.9083044983	0.2598016096
83	0.9100346021	0.2582421512
84	0.9083044983	0.2576615089
85	0.9100346021	0.2572616738
86	0.9100346021	0.2562893307
87	0.9134948097	0.2547523157
88	0.9134948097	0.2539669385
89	0.9134948097	0.2539659727
90	0.9134948097	0.2527051578
91	0.9134948097	0.251744784
92	0.9134948097	0.2505683936
93	0.9134948097	0.2500566199
94	0.9134948097	0.248526598
95	0.9134948097	0.2484692933
96	0.9134948097	0.2479526992
97	0.9134948097	0.2476444916
98	0.9134948097	0.2471874474
99	0.9134948097	0.2455534035
100	0.9134948097	0.2441016559
101	0.9134948097	0.2432422391
102	0.9134948097	0.2425806167
103	0.9134948097	0.2425134114
104	0.9169550173	0.2413041954
105	0.9169550173	0.2412520405
106	0.9169550173	0.2412016788
107	0.9152249135	0.240696799
108	0.9169550173	0.2392003405
109	0.9169550173	0.2391391899
110	0.9152249135	0.2388427663
111	0.9169550173	0.2382156286
112	0.9169550173	0.2368722494
113	0.9204152249	0.2366325886
114	0.9186851211	0.2363546915
115	0.9186851211	0.2363016194
116	0.9221453287	0.2350760363
117	0.9238754325	0.2335303561
118	0.9256055363	0.2329095732
119	0.9256055363	0.2324235517
