iter	Accuracy	Logloss
0	0.796875	0.6762688491
1	0.8628472222	0.6556938792
2	0.8559027778	0.6425688445
3	0.8524305556	0.6230881151
4	0.8489583333	0.6081697684
5	0.8489583333	0.5927388155
6	0.8489583333	0.5770281799
7	0.8420138889	0.568150372
8	0.84375	0.553766768
9	0.8402777778	0.5419502701
10	0.8420138889	0.5313016009
11	0.8402777778	0.5180313192
12	0.8385416667	0.5121152321
13	0.8402777778	0.5020285665
14	0.8420138889	0.49386831
15	0.8420138889	0.4850812869
16	0.8420138889	0.4758111379
17	0.84375	0.4670135621
18	0.8472222222	0.4586235989
19	0.8454861111	0.4528419492
20	0.8506944444	0.4437653557
21	0.8489583333	0.4354645479
22	0.8506944444	0.4268140343
23	0.8489583333	0.4242337663
24	0.8506944444	0.4193127346
25	0.8489583333	0.4141733044
26	0.8506944444	0.4074915796
27	0.8506944444	0.4020075632
28	0.8506944444	0.3983151389
29	0.8541666667	0.3914883723
30	0.8541666667	0.3863994275
31	0.8559027778	0.3805480154
32	0.859375	0.3760465061
33	0.8645833333	0.370410678
34	0.8663194444	0.3635937024
35	0.875	0.3580888413
36	0.8784722222	0.3537499936
37	0.8767361111	0.3488804228
38	0.8836805556	0.345957706
39	0.8836805556	0.3414813058
40	0.8836805556	0.3388638829
41	0.8836805556	0.3356612774
42	0.8871527778	0.3315228064
43	0.8871527778	0.3304488461
44	0.8871527778	0.3264475806
45	0.890625	0.3228782173
46	0.8923611111	0.3220129472
47	0.8940972222	0.3187134509
48	0.8958333333	0.3162909161
49	0.8975694444	0.3155863424
50	0.8975694444	0.3126857724
51	0.8993055556	0.3098697988
52	0.9027777778	0.3065486656
53	0.8993055556	0.3040831226
54	0.9027777778	0.3019603338
55	0.9045138889	0.2997959577
56	0.9097222222	0.2970918564
57	0.9097222222	0.2952183085
58	0.9114583333	0.2941332036
59	0.9114583333	0.2918594
60	0.9114583333	0.2894310496
61	0.9114583333	0.287497523
62	0.9114583333	0.2852155582
63	0.9114583333	0.2825488639
64	0.9114583333	0.2825419841
65	0.9114583333	0.2811088422
66	0.9114583333	0.2801864897
67	0.9131944444	0.279295215
68	0.9131944444	0.2776725556
69	0.9131944444	0.2756020746
70	0.9131944444	0.2732423063
71	0.9131944444	0.2719205541
72	0.9149305556	0.2705587321
73	0.9166666667	0.269950006
74	0.9166666667	0.2678667822
75	0.9166666667	0.2671750127
76	0.9166666667	0.2655660867
77	0.9149305556	0.2653714639
78	0.9149305556	0.2647858464
79	0.9149305556	0.2641941316
80	0.9149305556	0.2632453028
81	0.9149305556	0.2617587437
82	0.9149305556	0.2605810357
83	0.9149305556	0.2597927685
84	0.9149305556	0.2587715113
85	0.9149305556	0.2582663182
86	0.9149305556	0.2565685355
87	0.9149305556	0.2561417826
88	0.9149305556	0.2542265337
89	0.9149305556	0.253610758
90	0.9149305556	0.2535049957
91	0.9149305556	0.2519627375
92	0.9184027778	0.2507151271
93	0.9184027778	0.2506435428
94	0.9166666667	0.249799646
95	0.9184027778	0.2490824349
96	0.9184027778	0.2476648574
97	0.9184027778	0.2472309911
98	0.9201388889	0.2457262039
99	0.921875	0.2453655042
100	0.921875	0.2439789445
101	0.921875	0.2439068509
102	0.9236111111	0.2432737053
103	0.921875	0.2422939735
104	0.921875	0.2421698651
105	0.921875	0.2421090316
106	0.9236111111	0.2405754445
107	0.9236111111	0.2394779924
108	0.9236111111	0.2386228534
109	0.9236111111	0.2384728893
110	0.921875	0.2372106836
111	0.921875	0.2363534369
112	0.921875	0.236006874
113	0.9236111111	0.2346340291
114	0.9253472222	0.2340962249
115	0.9253472222	0.2330611482
116	0.9236111111	0.2316876754
117	0.9236111111	0.2315529488
118	0.9253472222	0.230413275
119	0.9253472222	0.2303445253
