idade,renda,tempo_emprego,score_credito,cidade_MG,cidade_Outra,cidade_RJ,cidade_SP,aprovado
-0.06752062859319212,-0.256076043567096,0.37854329798132363,-0.053321078962737085,0.0,1.0,0.0,0.0,0
-1.0990857876558513,0.245333340108713,0.161267170313472,0.4147438339031825,0.0,0.0,0.0,1.0,1
0.8702658796455889,-0.6786536672709785,-0.2732850850222312,1.9913835403989115,0.0,0.0,0.0,1.0,1
1.057823181293345,0.09832642150591485,1.6822000639884334,2.11455851746889,0.0,0.0,0.0,1.0,1
-1.849314994246876,1.6110988897885885,-0.7078373403579344,0.14375888434922904,0.0,0.0,0.0,1.0,1
-1.4742003909513637,0.17622467637926054,2.1167523193241364,0.22998136829821422,0.0,0.0,1.0,0.0,0
0.21381532387844218,-0.31716388505736914,-0.2732850850222312,1.1291587009090596,0.0,1.0,0.0,0.0,1
-0.3488565810648264,-0.3783908371113523,-1.3596657233614893,-0.7677359459686143,0.0,1.0,0.0,0.0,0
0.026258022230685973,-0.333476429054532,-0.0560089573543796,0.40242633619618456,0.0,0.0,1.0,0.0,1
-0.911528486008095,-0.2566288250176283,-1.1423895956936376,0.04521890269324598,0.0,0.0,1.0,0.0,0
1.057823181293345,-0.3179326539620828,-0.9251134680257861,0.3777913407821888,0.0,1.0,0.0,0.0,1
0.8702658796455889,0.5273543824007759,0.37854329798132363,-0.7554184482616164,0.0,1.0,0.0,0.0,0
0.12003667305456407,-0.17826747839930035,0.5958194256491752,-1.4944683106814893,0.0,0.0,0.0,1.0,0
1.3391591337649793,0.4811184239887097,-0.7078373403579344,-1.9748507212544069,0.0,0.0,1.0,0.0,0
0.5889299271739545,-0.31883687262619836,1.0303716809848784,-1.0264033978155698,0.0,1.0,0.0,0.0,0
-0.911528486008095,0.11467923435046751,1.24764780865273,-0.3858935170516799,0.0,0.0,0.0,1.0,0
0.40137262552619835,-0.6240491102104576,1.4649239363205817,-0.21344854915370956,0.0,0.0,1.0,0.0,0
-1.0990857876558513,0.9177571970402366,0.5958194256491752,1.9790660426919136,0.0,1.0,0.0,0.0,1
1.057823181293345,-0.17826747839930035,1.4649239363205817,1.1537936963230555,0.0,0.0,0.0,1.0,1
-0.06752062859319212,0.5650130763188222,-1.576941851029341,-0.8785934253315952,0.0,1.0,0.0,0.0,0
-0.16129927941707023,-0.7463053308857832,-0.49056121269008285,0.4147438339031825,1.0,0.0,0.0,0.0,0
-0.7239711843603388,0.45367337409043124,-0.9251134680257861,-0.3366235262236884,0.0,0.0,0.0,1.0,0
1.4329377845888573,0.13366416549258736,0.161267170313472,-0.21344854915370956,0.0,0.0,0.0,1.0,1
-0.16129927941707023,-0.17826747839930035,-0.7078373403579344,0.25461636371220997,0.0,0.0,1.0,0.0,0
-0.4426352318887045,-0.13349035050403607,-0.2732850850222312,0.6857287834571358,0.0,0.0,1.0,0.0,1
-0.3488565810648264,-0.17826747839930035,1.8994761916562848,-0.2627185399817011,0.0,0.0,0.0,1.0,0
0.5889299271739545,0.24078662115797772,-0.2732850850222312,1.1168412032020618,0.0,0.0,1.0,0.0,1
0.40137262552619835,-0.014426351185426282,0.37854329798132363,-1.0510383932295655,0.0,0.0,0.0,1.0,0
