iter	Accuracy	Logloss
0	0.8076256499	0.6759676396
1	0.7954939341	0.6613143096
2	0.8544194107	0.6446408256
3	0.8648180243	0.6281322535
4	0.8526863085	0.6127549838
5	0.8457538995	0.5987967776
6	0.8457538995	0.5875220029
7	0.842287695	0.5782270885
8	0.8388214905	0.5673328725
9	0.842287695	0.5533693987
10	0.8440207972	0.5384646068
11	0.8474870017	0.5273226391
12	0.8474870017	0.515693946
13	0.8457538995	0.5085108955
14	0.8474870017	0.5001274542
15	0.8474870017	0.4882974459
16	0.8457538995	0.4836695759
17	0.849220104	0.4718287396
18	0.8544194107	0.4620625616
19	0.8526863085	0.4560244823
20	0.856152513	0.4473072238
21	0.856152513	0.4395273454
22	0.8526863085	0.4353228127
23	0.8526863085	0.4326662367
24	0.8526863085	0.4267209057
25	0.856152513	0.4213019342
26	0.8544194107	0.4156130178
27	0.8596187175	0.406575534
28	0.8613518198	0.3998614564
29	0.8596187175	0.3928521929
30	0.8613518198	0.3894385094
31	0.8596187175	0.3869314393
32	0.8613518198	0.3794973755
33	0.8648180243	0.3737529729
34	0.8665511265	0.3693341436
35	0.8648180243	0.3654672153
36	0.8648180243	0.3605259933
37	0.8682842288	0.3546882522
38	0.8682842288	0.3498157688
39	0.870017331	0.3462267335
40	0.8734835355	0.3417787824
41	0.87694974	0.3402376618
42	0.8786828423	0.3369305032
43	0.8804159445	0.3331948805
44	0.8804159445	0.3322279559
45	0.8804159445	0.3285339838
46	0.8804159445	0.3254402366
47	0.8804159445	0.3218912924
48	0.8821490468	0.318130976
49	0.8821490468	0.3174561448
50	0.883882149	0.3149940118
51	0.8873483536	0.3128818636
52	0.8890814558	0.3096412137
53	0.8908145581	0.3071886909
54	0.8908145581	0.3066782747
55	0.8942807626	0.3032946389
56	0.8977469671	0.3012522298
57	0.8977469671	0.2988561736
58	0.9012131716	0.2955995345
59	0.9012131716	0.2942848156
60	0.9012131716	0.2916233154
61	0.9012131716	0.2892201429
62	0.9012131716	0.2887639144
63	0.9029462738	0.286800332
64	0.9029462738	0.2838930702
65	0.9029462738	0.2834662279
66	0.9046793761	0.2816487396
67	0.9046793761	0.2808776754
68	0.9046793761	0.2783573096
69	0.9046793761	0.2764790625
70	0.9064124783	0.2750805513
71	0.9064124783	0.2740433116
72	0.9064124783	0.2722610549
73	0.9064124783	0.2709571399
74	0.9064124783	0.2699312736
75	0.9064124783	0.268867573
76	0.9081455806	0.2672997357
77	0.9081455806	0.2661771447
78	0.9081455806	0.2657161287
79	0.9081455806	0.2656241731
80	0.9098786828	0.2639073937
81	0.9116117851	0.26263124
82	0.9116117851	0.261081192
83	0.9116117851	0.2599191373
84	0.9116117851	0.2583615039
85	0.9116117851	0.2571495587
86	0.9116117851	0.2570415202
87	0.9116117851	0.2558032613
88	0.9133448873	0.2553961731
89	0.9133448873	0.2549645902
90	0.9133448873	0.2549011435
91	0.9133448873	0.2536008478
92	0.9133448873	0.2526616316
93	0.9133448873	0.2525998389
94	0.9133448873	0.252371667
95	0.9150779896	0.2511182776
96	0.9150779896	0.2508513876
97	0.9150779896	0.250571341
98	0.9168110919	0.2496124365
99	0.9168110919	0.2485287809
100	0.9168110919	0.2485278685
101	0.9168110919	0.248144849
102	0.9185441941	0.2476504818
103	0.9202772964	0.2472979585
104	0.9202772964	0.2468988377
105	0.9202772964	0.246816092
106	0.9202772964	0.2467192025
107	0.9202772964	0.2462997741
108	0.9202772964	0.2462094678
109	0.9185441941	0.2453168844
110	0.9220103986	0.244630007
111	0.9220103986	0.2444726397
112	0.9202772964	0.2432598389
113	0.9202772964	0.2417332612
114	0.9237435009	0.2415815194
115	0.9237435009	0.2415185528
116	0.9237435009	0.2406357686
117	0.9237435009	0.2401105665
118	0.9237435009	0.2399908874
119	0.9237435009	0.2393901792
